Review,Rating,Date,Translated_Review
"Deskripsi persyaratan tidak lengkap, pas sudah datang ada persyaratan yang harus dibawa selain apa yg telah di deskripsi kan di surat",1,2022-10-28 00:55:29,"The description of the requirements is incomplete, when you arrive there are requirements that must be brought in addition to what has been described in the letter."
"Pas masuk aplikasi langsung down, ntah kenapa,, ini gimana saya mau bikin paspor tapi lama sekali",1,2022-10-28 00:41:02,"When I entered the application, it immediately went down, I don't know why, what should I do? I want to make a passport but it takes so long"
Aplikasi sudah kembali pulih dan alhamdulillah saya sudah selesai pengurusan paspor,5,2022-10-28 00:12:17,The application has been restored and thank God I have completed the passport process.
Saat di suruh masukin kode otp.. Kenapa ya kok gagal trus... Padahal sudah bener tuh kode Otp nya,1,2022-10-27 23:49:52,When asked to enter the otp code.. Why did it fail then... Even though the otp code was correct
"Aplikasi lemot, server error trus sdh dicoba berkali kali. Payah",1,2022-10-27 22:17:10,"The application is slow, the server error has been tried many times. It's terrible"
"Aplikasi apa ini saya daftar paspor masa kode billingnya gk ada keluar""",1,2022-10-27 20:01:14,What application is this? I registered for a passport but the billing code didn't come out?
Tidak bisa di operasikan,1,2022-10-27 16:42:01,Cannot be operated
Nyusahin... apps lemot dan error trus... perbaiki lah 🤬😡🤬😡🤬😡🤬😡🤬😡,1,2022-10-27 15:32:34,Troublesome... apps are slow and keep erroring... fix it 🤬😡🤬😡🤬😡🤬😡🤬😡
"Aplikasi gak guna,disuruh ke kantor malah di suruh download ni apk sampah",1,2022-10-27 14:53:58,"Useless application, asked to go to the office but instead asked to download this trash apk"
"Udah susah login, sign up juga ga bisa, mau membantu buat bikin paspor atau menyusahkan sih?",1,2022-10-27 14:43:00,"It's already hard to log in, and I can't sign up either. Do you want to help me make a passport or just make things difficult?"
"Tolong lah aplikasinya jangan lelet gitu ,mending langsung dari situs web aja kayak dulu",1,2022-10-27 14:33:09,"Please, don't make the application so slow, it's better to just use it directly from the website like before."
Ayolah perbaiki lagi,1,2022-10-27 14:32:19,"Come on, fix it again"
"Daftar akun tidak bisa alasannya email tidak valid dan nomor sudah terpakai padahal baru pertama pakai, kemudian pakai email lain pun tetap tidak bisa. Buat login lama sekali. Verifikasi kode OTP sampai 10 gagal semua, kode OTP berlaku selama 3 menit tapi saya baru menerima kode OTP di email lebih dari 5 menit. Sistem aplikasinya tidak jelas.",1,2022-10-27 14:20:23,"Account registration cannot be done because the email is invalid and the number has been used even though it was the first time I used it, then I still can't use another email. It takes a long time to log in. Verifying the OTP code up to 10 times all failed, the OTP code is valid for 3 minutes but I only received the OTP code in my email after more than 5 minutes. The application system is unclear."
Login buat masuk aja dipersulit dengan kode OTP yang udah dikirim berulang-ulang selalu gagal!!!!!!,1,2022-10-27 14:01:58,Just logging in is made difficult by the OTP code that has been sent repeatedly and always fails!!!!!!
"Aplikasinya terlalu lemot Masa iya mau nentukan tanggal utk dtg ke kantor imigrasi aja gak berhasil"" dari tadi pagi sampe skrg Seharus nya kinerja bagian IT nya yg benar dong dalam pengembangan aplikasi gini Kalo bgini pantesan byk hacker yg gampang meretas situsnya Toh kaya gak mau tau gitu sm sistem pengembangan aplikasi berbasis online gini",1,2022-10-27 13:58:02,"The application is too slow. Is it true that I can't even set a date to come to the immigration office from this morning until now? The IT department should be performing properly in developing applications like this. If it's like this, it's no wonder that many hackers can easily hack the site. It's like you don't want to know about an online application development system like this."
"Sangat lelet , Buat user jadi sulit registrasi",1,2022-10-27 13:45:19,"Very slow, makes it difficult for users to register"
Aplikasih sangat lemot,1,2022-10-27 13:40:04,The application is very slow
ora canggggiiiiih... lemooooooodddd... kudu upgrade brohhhhhh,1,2022-10-27 13:35:29,ora cangggggiiiiih... lemooooooodddd... need to upgrade brohhhhhh
Aplikasi gak jelas.. masa mau isi data aja lemot kali..,1,2022-10-27 13:25:00,"The application is not clear.. even if you want to fill in data, it's slow.."
"menguji sebuah rasa bernama SABAR, yang tak berbatas. Mohon diperbaiki sistemnya, kami paham tujuan aplikasi ini memudahkan, alangkah lebih baik dalam prosesnya tidak menyusahkan masyarakat yang membutuhkan, Terima kasih",1,2022-10-27 13:11:34,"testing a feeling called PATIENCE, which is limitless. Please fix the system, we understand the purpose of this application is to make it easier, it would be better if the process does not burden the people in need, Thank you"
"Aplikasi gak bermutu sudah di pasang,super lemot sangat tidak membantu",1,2022-10-27 13:06:25,"The low quality application has been installed, it is super slow and doesn't help at all."
"Susahnya minta ampunn. Atau emang disengaja supaya org"" yg ingin membuat pasport harus melalui para calo.",1,2022-10-27 12:54:58,It's hard to ask for forgiveness. Or is it intentional so that people who want to get a passport have to go through brokers.
Sekedar masukan apk nya lemot !,1,2022-10-27 12:52:38,Just input the apk is slow!
"Kalau ada bintang setengah, gw kasih sgtu.. Aplikasi nya bener2 nyebelin, gak mudahin tapi malah bikin darting, mau login aja berbulan2 gak bisa2 apalagi buat proses paspor nya",1,2022-10-27 12:17:56,"If there is half a star, I would really appreciate it.. The application is really confusing, it's not a dream but it's actually a darting, I want to log in for months and I can't do it, let alone process the passport"
"Jelek aplikasinya,Lemot parah tolong lah ya kalo sekiranya susah buat online Offline aja...",1,2022-10-27 12:16:43,"The application is bad, it's really slow. Please help me if it's difficult to go online, just go offline..."
Lemot bgt,1,2022-10-27 11:42:51,So slow
Lemot,1,2022-10-27 11:25:22,Slow
Tolong perbaiki lagi.. daftar susah.. sinyal bagus tapi cuma muter saja.. terhambat di kode otp. Sudah di masukkan cuma muter saja aplikasinya. Akhirnya time out..kalo aplikasi belum betul siap jangan di paksakan untuk di gunakan publik.,1,2022-10-27 11:24:07,"Please fix it again.. registration is difficult.. signal is good but it just keeps spinning.. stuck in the OTP code. Already entered but the application just keeps spinning. Finally time out.. if the application is not really ready, do not force it to be used by the public."
"Aplikasi nya masih sangat buruk untuk dioperasikan ke masyarakat, bukannya membantu mempermudah tapi menghambat. Kinerja sangat lambat loading sampai ber hari hari bahkan tidak bisa diklik padahal saya butuh sekali bikin pasport. Tolong tingkatkan dulu kinerja aplikasinya ketika sudah siap baru dipublikasikan ke masyarakat intuk dioperasikan.",1,2022-10-27 11:18:41,"The application is still very bad to operate to the public, instead of helping to make it easier but hindering. The performance is very slow loading for days and can't even be clicked even though I really need to make a passport. Please improve the performance of the application first when it is ready to be published to the public to be operated."
Ampunnn mau aktivasi aja dari siang ampe sore tdk bisa..waktu masukin kode otp hanya 30 detik..sedang kode otp masuk keemail bisa 2 menit baru masuk...terus sampai kapan bisa log in nya ?,1,2022-10-27 10:53:31,"I'm sorry if you want to activate it from day to evening, it's not possible.. the time to enter the otp code is only 30 seconds.. it takes 2 minutes for the otp code to enter the email... then until when can you log in?"
Lemot,1,2022-10-27 10:52:44,Slow
"Aplikasi cacat, lelet nya minta ampun, mau milih tanggal dari pagi sampe malam gak bisa2",1,2022-10-27 10:38:19,"The application is flawed, it's incredibly slow, I can't choose the date from morning to night."
Aplikasi errorrrrr,1,2022-10-27 10:32:00,Application errorrrrr
Buat daftar akun aja susah,1,2022-10-27 10:30:22,It's hard to just create an account
Aplikasinya jelek banget.. kalo bikin nyusahin gausah Adain sistem online,1,2022-10-27 10:25:22,"The application is really bad.. if it makes it difficult, use the online system"
"Udah pasang dari beberapa bulan lalu, tapi g pernah bisa masuk. Entah yg password salah (padahal udah bener) atau request time out tanpa alasan. Udah coba opsi ganti password tp kode OTP nya sampe ke masuk ke email butuh waktu lebih dr 5 menit (pdhl kode OTP nya cm berlaku 3 menit 😂). Trus skrng ada kebijakan klo mau daftar hrs online g bs langsung loket/offline 😂. Dah g tau musti gimana lagi deh ini..",1,2022-10-27 10:24:14,"I've installed it for a few months now, but I've never been able to log in. Either the password is wrong (even though it's correct) or the request timed out for no reason. I've tried the option to change the password, but it takes more than 5 minutes for the OTP code to arrive in my email (even though the OTP code is only valid for 3 minutes 😂). Then now there's a policy that if you want to register you have to be online, you can't go directly to the counter/offline 😂. I don't know what else to do."
"Aplikasi lemot dan lama, jadi kayak kesannya kurang mendukung",1,2022-10-27 10:20:00,"The application is slow and takes a long time, so it seems like it doesn't provide much support."
Ini aplikasi sampah. Bikin permohonan dari pagi sampai sore gak bisa bisa,1,2022-10-27 10:01:51,This is a garbage application. Making requests from morning to evening can't be done.
"App lemot, BUTUH PENGEMBANGAN!",1,2022-10-27 09:49:18,"App is slow, NEEDS DEVELOPMENT!"
Knp akhir2 ini untuk login lemot sekali?,1,2022-10-27 09:45:01,Why is logging in so slow lately?
Aplikasi nya tolong di perbaiki lahh ..jelek banget😔😔,1,2022-10-27 09:16:05,Please fix the application...it's really bad😔😔
lemot banget lama belum ter instal dari tadi,1,2022-10-27 08:53:42,"It's really slow, it hasn't been installed for a long time"
"Sangat tidak bekerja dengan baik, hanya ingin mendaftarkan akun saja tidak bisa",1,2022-10-27 08:53:16,"It doesn't work very well, just trying to register an account doesn't work."
Lemotttt,1,2022-10-27 08:39:34,Lemotttt
Lemot kaga niat bikin aplikasi,1,2022-10-27 08:30:29,Slow to make an application
Benar2 lemot,1,2022-10-27 08:17:25,Really slow
Aplikasinya lemot banget,1,2022-10-27 08:10:40,The application is very slow
aktivasi saja lemot,1,2022-10-27 08:08:11,activation is slow
Bukan nya mempermudah malah mempersulit. Aplikasi sama sekali tidak bekerja. Di hubungin via WhatsApp pun sulit sekali menjawab,1,2022-10-27 07:57:47,"Instead of making it easier, it makes it more difficult. The application does not work at all. Even when contacted via WhatsApp, it is very difficult to answer"
ya memang apa yang ada semua harapkan dari aplikasi permerintah kita 😂,1,2022-10-27 07:50:08,yes indeed what everyone expects from our government application 😂
"Aplikasi yang sangat bagus untuk di delete., memudahkan masyarakat untuk menjadi bingung bin linglung",5,2022-10-27 07:45:00,"Very good application to delete., makes it easy for people to become confused and dazed"
"Kalau ad bintang nol, saya kasih itu. Aplikasi lambaaaattt Buangett.. Selalu aplikasi pemerintah kebanyakan zonk.. Padahal APBN utk IT besar, tp kebanyakan dikorup kayaknya",1,2022-10-27 07:37:07,"If there is a zero star, I will give it. The application is soooooo slow.. Most government applications are always duds.. Even though the APBN for IT is large, it seems like most of it is corrupted."
Sangat sangat sangat lambat sekali... parah!!!!!!!!!!!!!!,1,2022-10-27 07:30:02,Very very very slow... terrible!!!!!!!!!!!!
"aplikasi sampah, lemot, jelek burikending gk usah bikin apk kalo gk bisa ngontrol Apk",1,2022-10-27 07:18:50,"trash application, slow, bad ending, don't make an apk if you can't control the apk"
"Aplikasi ini masih hrs diperbaiki!!! Banyak susahmya. Mau daftar gak bs katnya jaringan eror. Lalu ada notif nmer udah dipake oleh org lain , ..payah",1,2022-10-27 07:12:07,"This application still needs to be fixed!!! There are many difficulties. I can't register, they say the network is down. Then there is a notification that the number has been used by someone else, ..it's terrible"
Kenapa lelet banget sih? Padahal koneksi internet lancar.. tolonglah jangan dipersulit..,1,2022-10-27 07:01:45,Why is it so slow? Even though the internet connection is smooth.. please don't make it difficult..
"Sistem kaya ga siap , mau ngurus nya gimana ini ...",1,2022-10-27 07:00:48,"The system is not ready, how do you want to take care of it ..."
Lemot banget aplikasinya padahal pake WiFi. Kalo aplikasi belum siap jangan paksakan masyarakat ngurus paspor lewat online. Bukannya memudahkan malah menyusahkan.,1,2022-10-27 06:49:16,"The application is very slow even though it uses WiFi. If the application is not ready, do not force people to take care of passports online. Instead of making it easier, it will make it more difficult."
